loc_rowid_x,pl_name,hostname,default_flag,sy_snum_x,sy_pnum_x,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,loc_rowid_y,sy_snum_y,sy_pnum_y,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp,spectral_bin,pl_mass_kg,pl_radius_m,density_calc,v_esc,P_yr,a_calc,flux_calc,tidal_lock_score,Habitability_Physics_Percent,Habitability_ML_Percent
26641,Kepler-407 b,Kepler-407,1,1,2,0.6693124,0.014772347272812878,1.19,1.93,6.314294001620588,0.0,189.66902388627435,,32174,1,2,0,,5627.0,1.07,0.96,,0.04139,,,G,1.152596e+25,7581490.0,6.314294001620588,14245.547017530595,0.0018324774811772759,0.014772347272812878,189.66902388627435,0.0076441772577973115,45.53584551441688,42.16209
2134,HD 118203 b,HD 118203,1,1,2,6.1349779,0.0713,12.778238,680.15279098,1.79,0.3136,127.03370976593774,1361.0,3226,1,2,0,,5872.0,1.993,1.353,0.27,0.6458,,,G,4.06187246773256e+27,81410154.298,1.797222887451791,81609.68705832587,0.016796654072553045,0.07254059567814751,127.03370976593774,0.0224665621858298,2.909281622204696,4.3420067
18653,Kepler-1904 b,Kepler-1904,1,1,1,4.577020168,0.0487984065499633,1.3904994,1.9721132907017567,4.044155229475922,0.0,-218.31914832940976,,24982,1,1,0,,3918.0,0.401,0.74,0.175,-0.51988,,,K,1.1777460572070892e+25,8858871.6774,4.044155229475922,13321.541551053648,0.012531198269678303,0.0487984065499633,-218.31914832940976,0.016551379121652294,35.39764454729302,37.896584
36954,TOI-431 d,TOI-431,1,1,3,12.46103,0.098,3.29,9.9,1.36,0.0,-54.13161182840482,633.0,44335,1,3,0,,4850.0,0.731,0.78,0.2,-0.51988,,30.5,K,5.91228e+25,20960590.0,1.5326954750790411,19404.104506026728,0.03411644079397672,0.09682942336146043,-54.13161182840482,0.0753135946804583,4.331229980097435,4.544574
1922,HD 104067 c,HD 104067,1,1,2,13.8992,0.1058,2.23,,,0.29,-46.444230831079075,,2753,1,2,0,,4952.0,0.78,0.82,0.11,-0.51988,,18.3,K,,14207330.0,,,0.0380539356605065,0.10589391474380573,-46.444230831079075,0.09795466586020983,,
5023,K2-24 c,K2-24,1,1,2,42.3391,0.25263567643420853,7.5,15.4,0.2,0.07,0.6484941546645324,,9194,1,2,0,,5717.0,1.51,1.2,,0.04139,,,G,9.196880000000001e+25,47782500.0,0.20125436343531153,16028.898741598381,0.11591813826146476,0.25263567643420853,0.6484941546645324,0.9697581504744011,41.14224686720923,10.511226
7159,Kepler-1016 b,Kepler-1016,1,1,2,1.954524342,0.0301803531298394,2.18,,,0.0,45.44088618895325,,11545,1,2,0,,5778.0,0.744,0.96,-0.105,0.04139,,,G,,13888780.000000002,,,0.005351196008213552,0.0301803531298394,45.44088618895325,0.009862587932401305,,
12552,Kepler-139 f,Kepler-139,1,1,5,355.0,0.989312221306792,2.23,36.0,17.897661341439875,0.0,0.042289122946488,,17887,1,5,0,,5620.0,1.143,1.025,0.34,0.04139,,,G,2.1499200000000002e+26,14207330.0,17.897661341439875,44944.109039449715,0.971937029431896,0.989312221306792,0.042289122946488,1.0,11.99744882941786,18.399456
21190,Kepler-24 e,Kepler-24,1,1,4,18.998355,0.138,2.78,,,0.0,2.173387943709305,,27364,1,4,0,,5896.0,1.24,0.884,-0.36,0.04139,,,G,,17711380.0,,,0.052014661190965095,0.13373177356701402,2.173387943709305,0.23141669440065213,,
20429,Kepler-221 b,Kepler-221,1,1,4,2.795906,0.037,1.71,,,0.0,30.233747260774294,,26774,1,4,0,,5280.0,0.751,0.72,-0.42,0.04139,,,G,,10894410.0,,,0.007654773442847365,0.034812274002049115,30.233747260774294,0.011648985705061104,,
2049,HD 111232 b,HD 111232,1,1,2,1169.13202,2.148,2.23,2531.50326176,1258.555223992525,0.214,0.008970711137466232,,3030,1,2,0,G8 V Fe-1.0,,0.94,0.96,,0.04139,,,,1.5118137479230721e+28,14207330.0,1258.555223992525,376886.6643512165,3.2009090212183438,2.1425911068954853,0.008970711137466232,1.0,11.631659523227267,
