# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
loc_rowid,hostname,sy_snum,sy_pnum,cb_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_age,st_rotp
410,BD+20 2457,1,2,0,,4329.90,43.022778,,,2.76800,,
411,BD+20 274,1,1,0,,4391.00,,1.170000,-0.3200,,,
412,BD+20 274,1,1,0,,4296.00,43.410400,,-0.4600,,,
413,BD+20 274,1,1,0,,4322.65,41.324722,,,2.73012,,
414,BD+20 274,1,1,0,K5 III,4296.00,17.300000,0.800000,-0.4600,1.96000,,
415,BD+20 594,1,1,0,G,5766.00,0.928000,0.961000,-0.1500,-0.05552,3.3400,
416,BD+20 594,1,1,0,,5766.00,1.080000,1.670000,-0.1500,,,
417,BD+20 594,1,1,0,,5456.77,1.185363,,,0.05014,,
418,BD+20 594,1,1,0,,5703.00,0.956122,0.963861,-0.0600,,,
419,BD+20 594,1,1,0,,5651.76,1.244930,1.003000,-0.1750,0.15372,,
420,BD+37 3172,1,1,0,,4603.00,11.989800,,,,,
421,BD+37 3172,1,1,0,,4500.00,50.240000,3.750000,-0.0300,2.84000,,1406.00000
422,BD+42 2315,1,1,0,,4632.00,12.188000,,,,,
423,BD+42 2315,1,1,0,,4500.00,17.850000,1.380000,-0.2000,1.99000,,414.00000
424,BD+45 564,1,1,0,K1,5004.00,,0.810000,-0.0900,,,
425,BD+45 564,1,1,0,,5087.09,0.813064,0.850000,0.0900,-0.39918,,
426,BD+48 738,1,1,0,,4329.90,29.883844,,,2.45148,,
427,BD+48 738,1,1,0,,4658.00,,1.190000,-0.0900,,,
428,BD+48 738,1,1,0,,4435.00,33.375100,,-0.2370,,,
429,BD+48 738,1,1,0,K0 III,4414.00,11.000000,0.740000,-0.2000,1.69000,,
430,BD+48 738,1,1,0,,4519.00,11.100000,0.740000,0.2400,1.69000,,
431,BD+48 740,1,1,0,K3 III,,,,,,,
432,BD+48 740,1,1,0,,4534.00,26.630700,,-0.1300,,,
433,BD+48 740,1,1,0,,4534.00,10.330000,1.090000,-0.1300,1.64000,,746.00000
434,BD+48 740,1,1,0,,4435.05,25.340044,,,2.34990,,
435,BD+49 828,1,1,0,,4943.00,9.203780,,-0.1900,,,
436,BD+49 828,1,1,0,,4717.82,9.857900,,,1.63723,,
437,BD+49 828,1,1,0,K0,4943.00,7.600000,1.520000,-0.1900,1.47000,2.3400,
438,BD+55 362,1,1,0,K3,5012.00,,0.909000,0.1800,,,
439,BD+55 362,1,1,0,,5092.00,0.896193,0.850000,,-0.31295,,
440,BD+60 1417,1,1,0,,4993.00,0.797302,0.830000,,-0.44861,,
441,BD+60 1417,1,1,0,K0,4993.00,0.797000,1.000000,,0.35595,0.1000,7.50000
442,BD+63 1405,1,1,0,K0,5000.00,,0.816000,-0.0900,,,
443,BD+63 1405,1,1,0,K0,5000.00,,0.816000,-0.0900,,,
444,BD+63 1405,1,1,0,,5073.00,0.804724,0.850000,,-0.41295,,
445,BD-06 1339,1,2,0,,4081.58,0.665051,,,-0.95628,,
446,BD-06 1339,1,2,0,,4042.00,0.686355,0.630000,,-0.94582,,
447,BD-06 1339,1,2,0,M0V,4060.00,0.670000,0.570000,,-0.95900,,
448,BD-06 1339,1,2,0,K7/M0 V,4324.00,,0.700000,-0.1400,-1.02200,4.4000,
449,BD-06 1339,1,2,0,K7,,,,,,,
450,BD-08 2823,1,2,0,,4816.00,0.710000,0.500000,-0.0600,,,
451,BD-08 2823,1,2,0,,4816.00,0.692034,0.780000,-0.0600,-0.63430,,
452,BD-08 2823,1,2,0,,4757.23,0.716080,,,-0.62597,,
453,BD-08 2823,1,2,0,K3 V,4746.00,,0.740000,-0.0700,,4.5000,
454,BD-10 3166,1,1,0,,5314.00,0.945857,0.920000,0.3100,-0.19197,,
455,BD-10 3166,1,1,0,,,0.840000,0.920000,,,1.8400,
456,BD-10 3166,1,1,0,,5388.00,0.800000,1.000000,0.4200,-0.31300,1.0000,
457,BD-10 3166,1,1,0,K0 V,5400.00,,1.100000,0.5000,,,
458,BD-10 3166,1,1,0,,5393.00,,1.010000,0.3820,,,
459,BD-10 3166,1,1,0,,5335.50,0.939081,,,-0.19120,,
460,BD-10 3166,1,1,0,,5382.64,0.969745,0.999531,0.3700,,,
461,BD-10 3166,1,1,0,,,,,,,0.2500,
462,BD-10 3166,1,1,0,,5393.00,0.910000,1.470000,0.3800,,,
463,BD-11 4672,1,2,0,,4191.60,0.687495,,,-0.88125,,
464,BD-11 4672,1,2,0,K5,,,,,,,
465,BD-11 4672,1,2,0,,4217.00,0.673996,0.660000,,-0.88798,,
466,BD-11 4672,1,2,0,K7 V,4475.00,0.520000,0.571000,-0.4800,,4.4000,
467,BD-11 4672,1,2,0,,4550.00,0.639000,0.651000,-0.3500,-0.80410,7.4000,25.00000
468,BD-11 4672,1,2,0,K7V,4228.00,0.670000,0.590000,,-0.88600,,
469,BD-13 2130,1,1,0,,4717.52,17.106200,,-0.0359,,,
470,BD-13 2130,1,1,0,G5 IV/V,,,,,,,
471,BD-13 2130,1,1,0,,,,2.400000,,,0.7400,
472,BD-13 2130,1,1,0,,4572.33,16.738540,,,2.04268,,
473,BD-13 2130,1,1,0,,4545.00,19.170000,2.120000,-0.0800,,,
474,BD-14 3065 A,3,1,0,,6736.88,2.608660,1.440000,-0.2090,1.10137,,
475,BD-14 3065 A,3,1,0,,6935.00,2.350000,1.410000,-0.3400,1.06000,2.2400,4.30000
476,BD-14 3065 B,3,1,0,,6190.00,0.960000,0.990000,-0.3700,0.09000,2.2400,
477,BD-14 3065 A,3,1,0,,6736.90,2.610000,,,,,
478,BD-14 3065 C,3,1,0,,,,,,,,
479,BD-17 63,1,1,0,,4665.00,0.723177,0.740000,0.0100,-0.65141,,
480,BD-17 63,1,1,0,K4 V (k),,,,,,,
481,BD-17 63,1,1,0,,4665.00,0.740000,0.310000,0.0100,,,
482,BD-17 63,1,1,0,,4669.69,0.721730,,,-0.65141,,
483,BD-17 63,1,1,0,,,,0.741000,,,,
484,BD-17 63,1,1,0,K5 V,4714.00,0.690000,0.740000,-0.0300,-0.67800,4.3000,
485,BD-210397,1,2,0,,4059.00,0.738639,0.640000,,-0.87476,,
486,BD-210397,1,2,0,K7 V,4051.00,0.747000,0.679000,0.1200,-0.86967,6.2000,
487,BD-210397,1,2,0,,,,0.691000,,,,
488,BD-210397,1,2,0,K7V,4152.00,0.650000,0.570000,,-0.92100,,
489,BD-210397,1,2,0,K7 V,,,0.690000,,,4.0000,
490,BD-210397,1,2,0,K5,,,,,,,
491,BEBOP-3 B,2,1,1,,,0.281100,0.261500,,,,
492,BEBOP-3,2,1,1,,6049.00,1.415440,1.126000,,0.38321,,
493,BEBOP-3,2,1,1,,6033.00,1.414000,1.083000,-0.0200,,,
494,BEBOP-4 B,2,1,1,,,,0.459000,,,,
495,BEBOP-4 A,2,1,1,,5701.43,2.756450,,,,,
496,BEBOP-4 A,2,1,1,G3 V,,,1.507000,,,,
497,BEBOP-4 A,2,1,1,,5701.43,2.756450,1.020000,0.2615,0.85933,,
498,Barnard's star,1,4,0,M4,,,,,,,
499,Barnard's star,1,4,0,,,,,,,,
500,Barnard's star,1,4,0,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,-2.44977,,142.00000
501,Barnard's star,1,4,0,,3259.00,0.193525,0.162651,,-2.41950,,
502,Barnard's star,1,4,0,,,,,,,,
503,Barnard's star,1,4,0,,,,,,,,
504,Barnard's star,1,4,0,M3.5V,3271.00,0.190000,0.240000,,,,
505,CD Cet,1,1,0,,3022.00,0.197919,0.166948,,-2.53115,,
506,CD Cet,1,1,0,M5.0 V,3130.00,0.175000,0.161000,0.1300,-2.53254,3.0000,126.20000
507,CD-35 2722,1,1,0,,3729.00,0.558549,0.552879,,-1.26481,,
508,CD-35 2722,1,1,0,M1 V,3689.00,,,-0.1600,,,
509,CD-35 2722,1,1,0,M1 Ve,3680.00,,0.400000,0.0400,,0.1000,
510,CFBDSIR J145829+101343,1,1,0,,580.50,,0.021000,,,,
511,CFHTWIR-Oph 98 A,1,1,0,M9-L1,2320.00,0.245000,0.014700,,-2.85000,0.0030,
512,CHXR 73,1,1,0,M3.5,,,0.350000,,,0.0020,
513,CHXR 73,1,1,0,,3099.00,,,,,,
514,CI Tau,1,1,0,,3635.00,1.880857,,,-0.25458,,
515,CI Tau,1,1,0,K7,,,0.900000,,-0.10791,0.0025,
516,CI Tau,1,1,0,,3807.00,1.678980,,,,,
517,COCONUTS-2 A,1,1,0,M3 V,3406.00,0.388000,0.370000,0.0000,-1.73200,0.4750,2.83000
518,COCONUTS-2 A,1,1,0,,3397.00,0.387570,0.377382,,-1.74422,,
519,CT Cha,1,1,0,,4200.20,1.679694,,,-0.10177,,
520,CT Cha,1,1,0,,4403.00,,,-0.5600,,,
521,CT Cha,1,1,0,K5e,,,,,,,
522,CT Cha,1,1,0,,,,,,,0.0020,
523,CT Cha,1,1,0,,4464.00,1.814810,,,,,
524,CoRoT-1,1,1,0,,5950.00,1.140000,1.030000,,,,
525,CoRoT-1,1,1,0,,5950.00,1.131000,0.950000,-0.3000,,7.8000,
526,CoRoT-1,1,1,0,,5950.00,1.290000,,,,,
527,CoRoT-1,1,1,0,,5907.67,1.345204,,,0.29793,,
528,CoRoT-1,1,1,0,,6298.00,1.230000,1.220000,0.0600,,1.6000,
529,CoRoT-1,1,1,0,,6355.07,1.290270,1.260000,0.0656,0.38854,,
530,CoRoT-1,1,1,0,,5950.00,,,-0.3000,,,
531,CoRoT-1,1,1,0,G0 V,5950.00,1.110000,0.950000,-0.3000,,,
532,CoRoT-1,1,1,0,,6397.00,0.850000,1.130000,0.0300,,,
533,CoRoT-10,1,1,0,,4921.00,,,0.1500,,,
534,CoRoT-10,1,1,0,,5025.00,0.548929,0.840000,0.0600,-0.76173,,
535,CoRoT-10,1,1,0,,5025.00,0.890000,0.800000,0.0600,,,
536,CoRoT-10,1,1,0,,5025.00,0.548929,,,,,
537,CoRoT-10,1,1,0,,4080.38,0.867382,,,-0.72608,,
538,CoRoT-10,1,1,0,K1 V,5075.00,0.790000,0.890000,0.2600,,3.0000,
539,CoRoT-10,1,1,0,,5075.00,0.790000,0.890000,0.2600,,3.0000,
540,CoRoT-10,1,1,0,,5075.00,0.743000,0.904000,0.2600,,0.1000,
541,CoRoT-11,1,1,0,,6037.00,1.411807,,,0.37753,,
542,CoRoT-11,1,1,0,,6343.00,1.586010,1.260000,0.0400,0.56448,,
543,CoRoT-11,1,1,0,,6440.00,1.370000,1.270000,-0.0300,,2.0000,
544,CoRoT-11,1,1,0,,,1.330000,1.230000,,,2.0000,
545,CoRoT-11,1,1,0,,6440.00,1.374000,1.260000,-0.0300,,2.0000,
546,CoRoT-11,1,1,0,,6343.00,1.586010,,,,,
547,CoRoT-11,1,1,0,F6 V,6440.00,1.370000,1.270000,-0.0300,,2.0000,
548,CoRoT-11,1,1,0,,6343.00,1.360000,1.560000,0.0400,,,
549,CoRoT-12,1,1,0,,5675.00,1.046000,1.018000,0.1600,,5.8000,
550,CoRoT-12,1,1,0,,,1.049000,1.000000,,0.07000,6.1700,
551,CoRoT-12,1,1,0,,5715.00,0.790000,0.970000,0.1700,,,
552,CoRoT-12,1,1,0,,5715.00,1.036740,1.020000,0.1700,0.01410,,
553,CoRoT-12,1,1,0,,5675.00,1.116000,1.078000,0.1600,,6.3000,
554,CoRoT-12,1,1,0,,5675.00,1.116000,1.078000,0.1600,,6.3000,
555,CoRoT-12,1,1,0,,5536.10,0.937695,,,-0.12837,,
556,CoRoT-12,1,1,0,,5675.00,1.036740,,,,,
557,CoRoT-13,1,1,0,,5945.00,1.274000,1.086000,0.0100,,5.8000,
558,CoRoT-13,1,1,0,,5305.45,1.287589,,,0.07314,,
559,CoRoT-13,1,1,0,,5945.00,1.010000,1.090000,0.0100,,1.6000,
560,CoRoT-13,1,1,0,,5914.00,1.137070,1.080000,,0.15379,,
561,CoRoT-13,1,1,0,G0 V,5945.00,1.010000,1.090000,0.0100,,1.6350,
562,CoRoT-13,1,1,0,,5945.00,1.137070,,,,,
563,CoRoT-14,1,1,0,,4947.25,1.560789,,,0.11884,,
564,CoRoT-14,1,1,0,,5826.00,1.416610,1.050000,,0.31868,,
565,CoRoT-14,1,1,0,,6035.00,1.190000,1.125000,0.0500,,3.7000,
566,CoRoT-14,1,1,0,F9 V,6035.00,1.210000,1.130000,0.0500,,4.2000,
567,CoRoT-14,1,1,0,,6040.00,1.210000,1.130000,0.0500,,4.2000,
568,CoRoT-16,1,1,0,G5 V,5650.00,1.190000,1.098000,0.1900,,6.7300,
569,CoRoT-16,1,1,0,,4053.68,1.228781,,,-0.43496,,
570,CoRoT-16,1,1,0,,4870.00,1.235120,0.790000,,-0.11177,,
571,CoRoT-16,1,1,0,,5650.00,1.190000,1.098000,0.1900,,6.7000,
572,CoRoT-17,1,1,0,,5740.00,1.620000,1.043000,0.0000,,8.0000,
573,CoRoT-17,1,1,0,,3841.25,2.635187,,,0.13421,,
574,CoRoT-17,1,1,0,,5740.00,1.590000,1.040000,0.0000,,10.7000,
575,CoRoT-17,1,1,0,,5303.00,2.369940,,,,,
576,CoRoT-17,1,1,0,G2 V,5740.00,1.590000,1.040000,0.0000,,10.7000,
577,CoRoT-18,1,1,0,,5440.00,0.924000,0.861000,-0.1000,,,
578,CoRoT-18,1,1,0,,,0.883000,0.880000,,-0.17000,6.9200,
579,CoRoT-18,1,1,0,,5440.00,1.000000,0.950000,-0.1000,,0.6000,5.40000
580,CoRoT-18,1,1,0,G9 V,5440.00,1.000000,0.950000,-0.1000,,,
581,CoRoT-18,1,1,0,,5525.00,0.934028,0.970000,,-0.13526,,
582,CoRoT-18,1,1,0,,5063.02,1.001984,,,-0.22595,,
583,CoRoT-18,1,1,0,,5440.00,0.934028,,,,,
584,CoRoT-19,1,1,0,,6090.00,1.650000,1.210000,-0.0200,,5.0000,
585,CoRoT-19,1,1,0,,6090.00,1.639500,,,,,
586,CoRoT-19,1,1,0,,6090.00,1.576000,1.181000,-0.0200,,4.9000,
587,CoRoT-19,1,1,0,F9 V,6090.00,1.650000,1.210000,-0.0200,0.54400,5.0000,
588,CoRoT-19,1,1,0,,5758.00,1.639500,1.030000,,0.42521,,
589,CoRoT-19,1,1,0,,4915.50,1.786264,,,0.22486,,
590,CoRoT-2,2,1,0,,5529.00,0.937741,,,,,
591,2MASS J19270636+0122577,2,1,0,,3655.33,0.512369,,,-1.37443,,
592,CoRoT-2,2,1,0,,5625.00,0.902000,0.970000,0.0000,,2.7000,4.52200
593,CoRoT-2,2,1,0,,5696.00,0.907000,1.018000,0.0300,,0.6000,
594,CoRoT-2,2,1,0,,4990.87,0.924595,,,-0.32070,,
595,CoRoT-2,2,1,0,,5697.00,0.710000,0.890000,-0.0900,,,
596,CoRoT-2,2,1,0,,5598.00,0.901000,0.997000,0.0400,,1.2000,
597,CoRoT-2,2,1,0,,5529.00,0.937741,0.972000,-0.0400,-0.13055,,
598,CoRoT-2,2,1,0,,5575.00,,,-0.0400,,,
599,CoRoT-2,2,1,0,,5625.00,0.906000,0.960000,,,2.7000,
600,CoRoT-2,2,1,0,,5620.00,,,-0.0300,,,
601,2MASS J19270636+0122577,2,1,0,K9 V,,,,,,,
602,CoRoT-2,2,1,0,,,,,,,,
603,2MASS J19270636+0122577,2,1,0,,3703.00,0.525159,0.522363,,-1.33051,,
604,CoRoT-2,2,1,0,,5696.00,,,0.0300,,0.1200,
605,CoRoT-2,2,1,0,,5625.00,0.902000,0.970000,0.0000,,,
606,CoRoT-20,1,2,0,,5880.00,1.020000,1.140000,0.1400,,0.1000,
607,CoRoT-20,1,2,0,G2 V,5880.00,1.020000,1.140000,0.1400,,0.1000,
608,CoRoT-20,1,2,0,,,,1.140000,,,,
609,CoRoT-20,1,2,0,,4947.50,1.370370,,,0.00591,,
610,CoRoT-20,1,2,0,,5404.00,1.299810,0.940000,,0.11331,,
611,CoRoT-20,1,2,0,,,1.160000,1.100000,,0.17000,0.4000,
612,CoRoT-20,1,2,0,,5880.00,1.299810,,,,,
613,CoRoT-20,1,2,0,,5880.00,1.340000,1.110000,0.1400,,5.9000,
614,CoRoT-21,1,1,0,F8 IV,6200.00,1.950000,1.290000,0.0000,,4.1000,
615,CoRoT-21,1,1,0,,6200.00,1.950000,1.290000,0.0000,,4.1000,
616,CoRoT-21,1,1,0,,5031.74,,,,,,
617,CoRoT-22,1,1,0,,5709.00,1.177970,1.018000,,0.12320,,
618,CoRoT-22,1,1,0,,5245.52,1.229803,,,0.01352,,
619,CoRoT-22,1,1,0,G3 V,5939.00,1.136000,1.099000,0.1700,,3.3000,
620,CoRoT-23,1,1,0,,5426.00,2.115690,0.950000,,0.54352,,
621,CoRoT-23,1,1,0,,5900.00,1.610000,1.140000,0.0500,,7.2000,
622,CoRoT-23,1,1,0,G0 V,5900.00,1.610000,1.140000,0.0500,,7.2000,
623,CoRoT-23,1,1,0,,5900.00,1.740000,1.122000,0.0500,,5.4000,
624,CoRoT-23,1,1,0,,4220.00,2.067359,,,0.08678,,
625,CoRoT-24,1,2,0,,5026.25,0.659819,,,-0.60148,,
626,CoRoT-24,1,2,0,K1 V,4950.00,0.860000,0.910000,0.3000,,11.0000,
627,CoRoT-24,1,2,0,,4760.00,0.822827,0.770000,,-0.50426,,
628,CoRoT-25,1,1,0,,6284.00,1.389510,1.230000,,0.43336,,
629,CoRoT-25,1,1,0,F9,6040.00,1.190000,1.090000,-0.0100,,4.5000,
630,CoRoT-25,1,1,0,,6040.00,1.190000,1.090000,-0.0100,,4.5000,
631,CoRoT-25,1,1,0,,5018.00,1.556304,,,0.14101,,
632,CoRoT-26,1,1,0,,4801.30,,,,,,
633,CoRoT-26,1,1,0,,5590.00,1.790000,1.090000,0.0100,,8.6000,
634,CoRoT-26,1,1,0,G5,5590.00,1.790000,1.090000,0.0100,,8.6000,
635,CoRoT-27,1,1,0,,5665.00,1.383990,1.010000,,0.24976,,
636,CoRoT-27,1,1,0,,4627.75,1.284428,,,-0.16641,,
637,CoRoT-27,1,1,0,G2,5900.00,1.080000,1.050000,-0.1000,,4.2100,
638,CoRoT-27,1,1,0,,5900.00,1.080000,1.050000,-0.1000,,4.2000,
639,CoRoT-28,1,1,0,,5150.00,1.780000,1.010000,0.1500,,12.0000,
640,CoRoT-28,1,1,0,,5177.00,2.618410,,,,,
641,CoRoT-28,1,1,0,G8/9 IV,5150.00,1.780000,1.010000,0.1500,,12.0000,
642,CoRoT-28,1,1,0,,4589.66,2.473644,,,0.38849,,
643,CoRoT-29,1,1,0,K0 V,5260.00,0.900000,0.970000,0.2000,,4.5000,
644,CoRoT-29,1,1,0,,5268.00,1.077190,0.900000,,-0.09414,,
645,CoRoT-29,1,1,0,,4959.67,0.908795,,,-0.34656,,
646,CoRoT-29,1,1,0,,5260.00,0.900000,0.970000,0.2000,,4.0000,
647,CoRoT-3,1,1,0,,6740.00,1.575000,1.403000,-0.0200,,1.5000,
648,CoRoT-3,1,1,0,,6740.00,1.560000,1.370000,-0.0200,,2.2000,
649,CoRoT-3,1,1,0,,,1.540000,1.359000,,,,
650,CoRoT-3,1,1,0,F3 V,6740.00,1.560000,1.370000,,,2.2000,
651,CoRoT-3,1,1,0,,5347.00,1.827516,,,0.39086,,
652,CoRoT-3,1,1,0,,6558.00,1.440000,1.410000,0.1400,,,
653,CoRoT-3,1,1,0,,6558.00,1.525340,1.360000,0.1400,0.58851,,
654,CoRoT-30,1,1,0,,4976.25,1.072964,,,-0.19653,,
655,CoRoT-30,1,1,0,,5811.00,0.983423,1.040000,,-0.00282,,
656,CoRoT-30,1,1,0,G3 V,5650.00,0.910000,0.980000,0.0200,,3.0000,
657,CoRoT-31,1,1,0,G2 IV,5700.00,2.150000,1.250000,0.0000,,4.7000,
658,CoRoT-31,1,1,0,,5415.00,2.059100,0.940000,,0.51644,,
659,CoRoT-31,1,1,0,,4870.00,2.220684,,,0.39778,,
660,CoRoT-32,1,1,0,G0 VI,5970.00,0.790000,1.080000,0.0000,-0.15490,,
661,CoRoT-32,1,1,0,,5859.00,0.983098,1.060000,,0.01118,,
662,CoRoT-32,1,1,0,,5740.60,0.981478,,,-0.02571,,
663,CoRoT-35,1,1,0,,5825.00,1.490380,1.050000,,0.36247,,
664,CoRoT-35,1,1,0,F6 V,6390.00,1.650000,1.010000,-0.5000,,6.1000,
665,CoRoT-36,1,1,0,F3 V,6730.00,1.520000,1.320000,-0.1000,,2.1000,
666,CoRoT-36,1,1,0,,6521.00,1.996690,1.340000,,0.81257,,
667,CoRoT-4,1,1,0,,6190.00,1.170000,1.160000,0.0500,,1.0000,8.90000
668,CoRoT-4,1,1,0,,6164.00,,,0.1500,,,
669,CoRoT-4,1,1,0,,6115.00,,,0.1200,,,
670,CoRoT-4,1,1,0,,6190.00,1.122710,,,,,
671,CoRoT-4,1,1,0,,5898.00,1.184816,,,0.18482,,
672,CoRoT-4,1,1,0,,6190.00,1.170000,1.160000,,,1.0000,
673,CoRoT-4,1,1,0,,6190.00,1.147500,1.194000,0.0500,,0.8000,
674,CoRoT-4,1,1,0,,6240.00,1.122710,1.210000,,0.23597,,
675,CoRoT-4,1,1,0,,6344.00,0.720000,1.140000,0.1500,,,
676,CoRoT-5,1,1,0,F9 V,6100.00,1.186000,1.000000,-0.2500,,6.9000,
677,CoRoT-5,1,1,0,,,1.115000,0.990000,,0.18000,6.3100,
678,CoRoT-5,1,1,0,,5808.33,1.276852,,,0.22318,,
679,CoRoT-5,1,1,0,,6240.00,1.060000,1.130000,0.0400,,,
680,CoRoT-5,1,1,0,,6254.00,,,0.0400,,,
681,CoRoT-5,1,1,0,,6100.00,1.272990,,,,,
682,CoRoT-5,1,1,0,,6100.00,1.186000,1.000000,-0.2500,,6.9000,
683,CoRoT-5,1,1,0,,6100.00,1.051600,1.025000,-0.2500,,3.9000,
684,CoRoT-5,1,1,0,,6240.00,1.272990,1.210000,0.0400,0.34508,,
685,CoRoT-6,1,1,0,,5357.41,1.195660,,,0.02573,,
686,CoRoT-6,1,1,0,,6090.00,1.025000,1.050000,-0.2000,,2.5000,6.40000
687,CoRoT-6,1,1,0,,6090.00,1.043000,1.054000,-0.2000,,2.5000,
688,CoRoT-6,1,1,0,F9 V,6090.00,1.025000,1.050000,-0.2000,,,
689,CoRoT-6,1,1,0,,6206.00,1.093910,1.190000,,0.20391,,
690,CoRoT-7,1,3,0,G9 V,5250.00,,0.915000,,,1.8000,
691,CoRoT-7,1,3,0,,5101.20,0.915003,,,-0.29177,,
692,CoRoT-7,1,3,0,,5259.00,0.820000,0.913000,0.1380,,1.3200,
693,CoRoT-7,1,3,0,,5256.00,0.864273,0.899000,0.0600,-0.28938,,
694,CoRoT-7,1,3,0,,5275.00,0.830000,0.820000,0.0500,,,
695,CoRoT-7,1,3,0,,5313.00,0.838900,0.884000,0.0300,,,
696,CoRoT-7,1,3,0,G9 V,5275.00,0.870000,0.930000,0.0300,,1.7500,
697,CoRoT-7,1,3,0,,5250.00,0.960000,0.884000,0.1200,,,
698,CoRoT-7,1,3,0,,5288.00,1.000000,0.850000,0.0200,,,
699,CoRoT-8,1,1,0,K1 V,5080.00,0.770000,0.880000,0.3000,,3.0000,
700,CoRoT-8,1,1,0,,,0.802000,0.890000,,-0.40000,1.7000,
701,CoRoT-8,1,1,0,,5080.00,0.770000,0.880000,0.3000,,3.0000,
702,CoRoT-8,1,1,0,,5080.00,0.898000,0.878000,0.3100,,,
703,CoRoT-8,1,1,0,,5143.00,0.563398,0.868000,0.2200,-0.69881,,
704,CoRoT-8,1,1,0,,4396.59,0.801912,,,-0.66459,,
705,CoRoT-8,1,1,0,,5143.00,0.990000,0.880000,0.2200,,,
706,CoRoT-9,2,1,0,,5625.00,0.960000,0.960000,-0.0100,,6.0000,
707,CoRoT-9,2,1,0,G3 V,5625.00,0.940000,0.990000,-0.0100,,,
708,CoRoT-9,2,1,0,,5613.00,1.110000,0.940000,-0.0200,,,
709,CoRoT-9,2,1,0,,5613.00,0.898155,0.993000,-0.0200,-0.14182,,
710,CoRoT-9 B,2,1,0,,3683.00,,,,,,
711,CoRoT-9,2,1,0,,5625.00,0.960000,0.960000,-0.0100,,6.0000,
712,CoRoT-9,2,1,0,,5127.62,0.945559,,,-0.25426,,
713,CoRoT-9,2,1,0,,5625.00,0.938000,0.960000,-0.0100,,,
714,DE CVn,2,1,1,,3579.00,0.424754,0.419120,,-1.57398,,
715,DE CVn,2,1,1,,3585.67,,,,,,
716,DE CVn Ab,2,1,1,M3 V,3400.00,0.370000,0.410000,,,,
717,DE CVn,2,1,1,,,,0.510000,,,,
718,DENIS-P J082303.1-491201,1,1,0,L1.5,,,0.075000,,,1.0000,
719,DH Tau,1,1,0,,4371.00,1.366870,0.683000,,-0.21153,,
720,DH Tau,1,1,0,M0.5,,0.270000,0.330000,,,0.0010,
721,DH Tau,1,1,0,,3751.50,1.229872,,,-0.56877,,
722,DMPP-1,1,4,0,F8 V,,,,,,,
723,DMPP-1,1,4,0,F8 V,6196.00,1.260000,1.210000,,,2.0100,
724,DMPP-1,1,4,0,,6088.00,1.298604,,,0.31955,,
725,DMPP-1,1,4,0,G0,,,,,,,
726,DMPP-1,1,4,0,,,,,,,,
727,DMPP-1,1,4,0,,6156.61,1.266060,1.170000,,0.31697,,
728,DMPP-2,1,1,0,,6293.12,2.025694,,,0.76331,,
729,DMPP-2,1,1,0,,6435.00,1.959650,1.300000,,0.77324,,
730,DMPP-2,1,1,0,F5 V,6500.00,1.780000,1.440000,,0.10380,2.0000,
731,DMPP-2,1,1,0,F5,,,,,,,
732,DMPP-2,1,1,0,F5 V,,,,,,,
733,DMPP-3 A,2,1,0,,5105.50,0.912507,,,-0.29268,,
734,DMPP-3 A,2,1,0,K0,,,,,,,
735,DMPP-3 B,2,1,0,L,,,,,,10.9000,
736,DMPP-3 A,2,1,0,K0 IV/V,,,,,,,
737,DMPP-3 A,2,1,0,K0 V,5138.00,0.910000,0.870000,0.1800,,10.9000,21.80000
738,DMPP-4,1,1,0,,,,,,,,
739,DMPP-4,1,1,0,F5-F8 V,6400.00,1.380000,1.250000,-0.0070,0.45939,2.1500,
740,DMPP-4,1,1,0,F7V,6266.00,1.420000,1.300000,,0.45000,,
741,DMPP-4,1,1,0,F5,,,,,,,
742,DMPP-4,1,1,0,,6275.11,1.389770,1.220000,-0.0300,0.43107,,
743,DP Leo,2,1,1,,,,0.690000,,,,
744,DP Leo Ab,2,1,1,,,,,,,,
745,DP Leo,2,1,1,,13500.00,0.011500,,,,,
746,DS Tuc A,2,1,0,,5414.00,0.951985,,,,,
747,DS Tuc A,2,1,0,,5414.00,0.951985,0.940000,,-0.15397,,
748,DS Tuc A,2,1,0,G6 V,5542.00,0.872000,0.959000,-0.0800,,0.0400,2.85000
749,DS Tuc B,2,1,0,,4658.00,0.847934,0.740000,,-0.51578,,
750,DS Tuc A,2,1,0,G6 V,5428.00,0.964000,1.010000,0.0000,-0.13966,0.0450,2.85000
751,DS Tuc A,2,1,0,,5597.50,0.883517,,,-0.16090,,
752,DS Tuc A,2,1,0,,,,,,,,
753,DS Tuc A,2,1,0,,,,,,,,
754,EPIC 201170410,1,1,0,,3648.00,0.282000,0.287000,-0.0480,,,
755,EPIC 201170410,1,1,0,,4012.71,,,,,,
756,EPIC 201238110,1,1,0,,3772.00,0.520000,,,,,
757,EPIC 201238110,1,1,0,,,0.374000,,,,,
758,EPIC 201238110,1,1,0,,3587.00,0.456060,0.453007,,-1.50834,,
759,EPIC 201238110,1,1,0,,,,0.410000,,,,
760,EPIC 201238110,1,1,0,,3588.00,,,,,,
761,EPIC 201238110,1,1,0,,,0.374000,,,,,
